"vCenter";"HostName";"ESXi_Version";"HostSockets";"HostCoresPerSocket";"HostMemoryGB";"HostPowerPolicy";"VMName";"VMNumSockets";"VMCoresPerSocket";"vCPUs";"VMMemoryGB";"VMCPUsOptimized";"OptimalSockets";"OptimalCores"
"vcenter.kazpost.kz";"172.30.73.109";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 76";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.142";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 77";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.116";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 78";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.129";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 79";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"esxkrg.kazpost.kz";"6.5.0";"2";"10";"64";"Balanced";"Win 2008 - MAILKRG";"4";"2";"8";"12";"NO";"1";"8"
"vcenter.kazpost.kz";"esxkrg.kazpost.kz";"6.5.0";"2";"10";"64";"Balanced";"Win 2008 - KRGSRV";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"esxkrg.kazpost.kz";"6.5.0";"2";"10";"64";"Balanced";"CentOS 7 Zabbix Proxy KRG";"2";"1";"2";"4";"NO";"1";"2"
"vcenter.kazpost.kz";"172.30.73.101";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 70";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.116";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 72";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.109";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 73";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.116";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 74";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.6";"6.5.0";"2";"22";"512";"Balanced";"OREL 7 - Intervale";"1";"2";"2";"8";"YES";"1";"2"
"vcenter.kazpost.kz";"172.30.73.101";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 64";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.103";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 65";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.129";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 66";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.127";"6.5.0";"2";"22";"512";"Balanced";"CentOS 7 - test for Rassul";"2";"1";"2";"4";"NO";"1";"2"
"vcenter.kazpost.kz";"172.30.73.116";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 59";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.144";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 60";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.129";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 63";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.9";"6.5.0";"2";"22";"512";"Balanced";"CentOS 7 - PUS-BETA";"24";"1";"24";"64";"NO";"2";"12"
"vcenter.kazpost.kz";"172.30.73.88";"6.5.0";"2";"22";"512";"Balanced";"Win 2012 - ALMFS01";"2";"1";"2";"16";"NO";"1";"2"
"vcenter.kazpost.kz";"172.30.73.104";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp678-004";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.237";"6.5.0";"2";"22";"512";"Balanced";"CentOS - SSOauth";"2";"1";"2";"2";"NO";"1";"2"
"vcenter.kazpost.kz";"172.30.73.103";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp678-001";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.127";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp678-002";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.142";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp678-003";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.86";"6.5.0";"2";"22";"512";"Balanced";"CentOS - krb";"4";"1";"4";"0";"NO";"1";"4"
"vcenter.kazpost.kz";"esxpet.kazpost.kz";"6.5.0";"2";"10";"64";"Balanced";"Win 2008 - PETSRV";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"esxpet.kazpost.kz";"6.5.0";"2";"10";"64";"Balanced";"CentOS 7 Zabbix Proxy PET";"2";"1";"2";"4";"NO";"1";"2"
"vcenter.kazpost.kz";"esxpet.kazpost.kz";"6.5.0";"2";"10";"64";"Balanced";"Win 2012 - DCPET02";"8";"1";"8";"12";"NO";"1";"8"
"vcenter.kazpost.kz";"esxpet.kazpost.kz";"6.5.0";"2";"10";"64";"Balanced";"Win 2012 - DCPET01";"8";"1";"8";"12";"NO";"1";"8"
"vcenter.kazpost.kz";"172.30.73.9";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 21";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.88";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 26";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.104";"6.5.0";"2";"22";"512";"Balanced";"Win 2012 - DC1";"2";"4";"8";"16";"NO";"1";"8"
"vcenter.kazpost.kz";"172.30.73.101";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 54";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.101";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 55";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.101";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 56";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.104";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 57";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.101";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 58";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"esxi49.kazpost.kz";"6.5.0";"2";"8";"256";"Balanced";"Win 2012 - VPN";"2";"4";"8";"8";"NO";"1";"8"
"vcenter.kazpost.kz";"172.30.73.10";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenAppWF14";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.116";"6.5.0";"2";"22";"512";"Balanced";"Win 2012 - WatchSRV8";"2";"2";"4";"10";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.144";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 49";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.103";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 50";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.88";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - reports";"2";"1";"2";"4";"NO";"1";"2"
"vcenter.kazpost.kz";"172.30.73.127";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 52";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.116";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 53";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.129";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - NetFlow Analyzer";"2";"4";"8";"8";"NO";"1";"8"
"vcenter.kazpost.kz";"172.30.73.202";"6.5.0";"2";"22";"512";"HighPerformance";"Win 2008 - IPO2";"4";"1";"4";"6";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.109";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - McAfeeDLP";"2";"1";"2";"8";"NO";"1";"2"
"vcenter.kazpost.kz";"172.30.73.109";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - Xmlserv_postflow";"2";"1";"2";"4";"NO";"1";"2"
"vcenter.kazpost.kz";"172.30.73.129";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenAppWF04";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.201";"6.5.0";"2";"22";"512";"HighPerformance";"Win 2008 - XenApp6.5 - Test";"4";"1";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.8";"6.5.0";"2";"22";"512";"Balanced";"Win 7 - pathwork2";"2";"2";"4";"4";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.10";"6.5.0";"2";"22";"512";"Balanced";"Win 7 - TEPM4";"1";"2";"2";"4";"YES";"1";"2"
"vcenter.kazpost.kz";"172.30.73.129";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - AML_APP_prod";"2";"1";"2";"4";"NO";"1";"2"
"vcenter.kazpost.kz";"172.30.73.127";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 44";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.101";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 46";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.101";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 47";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.116";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 48";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.129";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - PostamatGate";"2";"1";"2";"4";"NO";"1";"2"
"vcenter.kazpost.kz";"172.30.73.109";"6.5.0";"2";"22";"512";"Balanced";"Win 2003 - MPService_CPILS";"2";"2";"4";"4";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.103";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - Ib Web2";"2";"1";"2";"4";"NO";"1";"2"
"vcenter.kazpost.kz";"172.30.73.109";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 37";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.129";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 38";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.101";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 39";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.142";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 42";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.109";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 43";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.142";"6.5.0";"2";"22";"512";"Balanced";"testwin7";"2";"1";"2";"0";"NO";"1";"2"
"vcenter.kazpost.kz";"172.30.73.127";"6.5.0";"2";"22";"512";"Balanced";"Win XP - ARMDeponent3";"1";"2";"2";"2";"YES";"1";"2"
"vcenter.kazpost.kz";"172.30.73.109";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 31";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.104";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 32";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.101";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 33";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.127";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 34";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.116";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 35";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.129";"6.5.0";"2";"22";"512";"Balanced";"Win 2012 - ColvirSBServer02";"1";"8";"8";"16";"YES";"1";"8"
"vcenter.kazpost.kz";"172.30.73.116";"6.5.0";"2";"22";"512";"Balanced";"Win 2012 - ColvirSBServer03";"1";"8";"8";"16";"YES";"1";"8"
"vcenter.kazpost.kz";"esxshm2.kazpost.kz";"6.5.0";"2";"10";"64";"Balanced";"CentOS 7 Zabbix Proxy SHM";"2";"1";"2";"4";"NO";"1";"2"
"vcenter.kazpost.kz";"esxshm2.kazpost.kz";"6.5.0";"2";"10";"64";"Balanced";"Win 2008 - SHMSRV";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.237";"6.5.0";"2";"22";"512";"Balanced";"Win 2016 - Departament Zakupok";"2";"4";"8";"8";"NO";"1";"8"
"vcenter.kazpost.kz";"esxshm2.kazpost.kz";"6.5.0";"2";"10";"64";"Balanced";"Win 2012 - DCSHM01";"8";"1";"8";"12";"NO";"1";"8"
"vcenter.kazpost.kz";"esxshm2.kazpost.kz";"6.5.0";"2";"10";"64";"Balanced";"Win 2012 - DCSHM02";"8";"1";"8";"12";"NO";"1";"8"
"vcenter.kazpost.kz";"esxshm2.kazpost.kz";"6.5.0";"2";"10";"64";"Balanced";"Win 2008 - MAILSHM";"4";"2";"8";"12";"NO";"1";"8"
"vcenter.kazpost.kz";"172.30.73.144";"6.5.0";"2";"22";"512";"Balanced";"OREL - DESTEST";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.116";"6.5.0";"2";"22";"512";"Balanced";"FreeBSD-Relay-172.16.0.5";"1";"2";"2";"1";"YES";"1";"2"
"vcenter.kazpost.kz";"172.30.73.104";"6.5.0";"2";"22";"512";"Balanced";"OREL - CloudControl";"2";"4";"8";"64";"NO";"1";"8"
"vcenter.kazpost.kz";"172.30.73.201";"6.5.0";"2";"22";"512";"HighPerformance";"RHEL - SEAPP";"6";"1";"6";"15";"NO";"1";"6"
"vcenter.kazpost.kz";"172.30.73.101";"6.5.0";"2";"22";"512";"Balanced";"Win 2016 - sap_erp";"2";"2";"4";"6";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.6";"6.5.0";"2";"22";"512";"Balanced";"CentOS 7 - pus-monitoring";"4";"1";"4";"4";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.116";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp678-025";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.104";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp678-026";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.101";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp678-027";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.89";"6.5.0";"2";"22";"512";"Balanced";"CentOS - pus-sborka";"24";"1";"24";"50";"NO";"2";"12"
"vcenter.kazpost.kz";"172.30.73.6";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 27";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.8";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 28";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.237";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - TransWeb1";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.103";"6.5.0";"2";"22";"512";"Balanced";"Win 2012 - SAPINTGR";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.103";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - TransSQL";"2";"1";"2";"4";"NO";"1";"2"
"vcenter.kazpost.kz";"172.30.73.237";"6.5.0";"2";"22";"512";"Balanced";"RHEL - app_hyper_clone";"10";"1";"10";"32";"NO";"1";"10"
"vcenter.kazpost.kz";"172.30.73.109";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - DAG";"4";"1";"4";"4";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.103";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 29";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.142";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 30";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.6";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - DLPSQL";"2";"1";"2";"8";"NO";"1";"2"
"vcenter.kazpost.kz";"172.30.73.201";"6.5.0";"2";"22";"512";"HighPerformance";"Win 2008 - XenAppWF12";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.103";"6.5.0";"2";"22";"512";"Balanced";"Win 2003 - postbank";"2";"4";"8";"4";"NO";"1";"8"
"vcenter.kazpost.kz";"172.30.73.127";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenAppFR2";"2";"4";"8";"8";"NO";"1";"8"
"vcenter.kazpost.kz";"172.30.73.9";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenAppWF18";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.6";"6.5.0";"2";"22";"512";"Balanced";"CentOS - Postmarket_Clone";"2";"1";"2";"2";"NO";"1";"2"
"vcenter.kazpost.kz";"172.30.73.127";"6.5.0";"2";"22";"512";"Balanced";"OREL6.8 - rpcolvir (arch)";"4";"1";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.103";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - Ib Web1";"2";"1";"2";"4";"NO";"1";"2"
"vcenter.kazpost.kz";"172.30.73.87";"6.5.0";"2";"22";"512";"Balanced";"CentOS 7 - Grafan";"2";"1";"2";"3";"NO";"1";"2"
"vcenter.kazpost.kz";"172.30.73.142";"6.5.0";"2";"22";"512";"Balanced";"CentOS 7 - Kazpost GMbH";"1";"2";"2";"1";"YES";"1";"2"
"vcenter.kazpost.kz";"172.30.73.89";"6.5.0";"2";"22";"512";"Balanced";"CentOS - Postmarket";"2";"1";"2";"4";"NO";"1";"2"
"vcenter.kazpost.kz";"172.30.73.6";"6.5.0";"2";"22";"512";"Balanced";"RHEL - SEDXPLORE";"2";"2";"4";"4";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.109";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - Wiki";"2";"1";"2";"6";"NO";"1";"2"
"vcenter.kazpost.kz";"172.30.73.116";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp678-011";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.103";"6.5.0";"2";"22";"512";"Balanced";"Win 2012 - VMBOOK";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.10";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 12";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.10";"6.5.0";"2";"22";"512";"Balanced";"Win 2012 - VPS";"1";"8";"8";"16";"YES";"1";"8"
"vcenter.kazpost.kz";"172.30.73.116";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - WFMAIL";"2";"2";"4";"4";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.142";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 105";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.127";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 107";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.144";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 109";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.103";"6.5.0";"2";"22";"512";"Balanced";"CentOS - WebMon";"1";"1";"1";"1";"YES";"1";"1"
"vcenter.kazpost.kz";"172.30.73.86";"6.5.0";"2";"22";"512";"Balanced";"Win 2012 - SQLWF";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.109";"6.5.0";"2";"22";"512";"Balanced";"Win 2012 - CARDS2";"4";"1";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.86";"6.5.0";"2";"22";"512";"Balanced";"McAfee-MEG_SMTP2";"2";"4";"8";"8";"NO";"1";"8"
"vcenter.kazpost.kz";"172.30.73.127";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 111";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.127";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 112";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.101";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 114";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.10";"6.5.0";"2";"22";"512";"Balanced";"CentOS 7 - gitlab";"2";"1";"2";"5";"NO";"1";"2"
"vcenter.kazpost.kz";"172.30.73.129";"6.5.0";"2";"22";"512";"Balanced";"Win 2012 - SCCM";"2";"4";"8";"16";"NO";"1";"8"
"vcenter.kazpost.kz";"172.30.73.86";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - point";"1";"4";"4";"16";"YES";"1";"4"
"vcenter.kazpost.kz";"172.30.73.116";"6.5.0";"2";"22";"512";"Balanced";"FreeNAS - FTP_hybridpost";"1";"1";"1";"1";"YES";"1";"1"
"vcenter.kazpost.kz";"172.30.73.201";"6.5.0";"2";"22";"512";"HighPerformance";"Win 2008 - XenAppWF11";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.9";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - ARMBank";"2";"1";"2";"4";"NO";"1";"2"
"vcenter.kazpost.kz";"172.30.73.10";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenAppWF20";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.142";"6.5.0";"2";"22";"512";"Balanced";"WS08R2";"2";"4";"8";"16";"NO";"1";"8"
"vcenter.kazpost.kz";"172.30.73.129";"6.5.0";"2";"22";"512";"Balanced";"Ubuntu 16.04 - NoName POSTKZ";"1";"2";"2";"2";"YES";"1";"2"
"vcenter.kazpost.kz";"172.30.73.116";"6.5.0";"2";"22";"512";"Balanced";"Win 7 - WFtest1";"1";"1";"1";"2";"YES";"1";"1"
"vcenter.kazpost.kz";"172.30.73.116";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 20";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.89";"6.5.0";"2";"22";"512";"Balanced";"OREL-scdw";"4";"1";"4";"4";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.116";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 118";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.109";"6.5.0";"2";"22";"512";"Balanced";"CentOS 7 -sms";"2";"1";"2";"2";"NO";"1";"2"
"vcenter.kazpost.kz";"172.30.73.8";"6.5.0";"2";"22";"512";"Balanced";"Win 2016 - Syslog";"1";"1";"1";"2";"YES";"1";"1"
"vcenter.kazpost.kz";"172.30.73.116";"6.5.0";"2";"22";"512";"Balanced";"Ubuntu - Test terminal server for think client";"1";"2";"2";"6";"YES";"1";"2"
"vcenter.kazpost.kz";"172.30.73.10";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - NEW2XENLIC_15_145";"1";"1";"1";"2";"YES";"1";"1"
"vcenter.kazpost.kz";"172.30.73.86";"6.5.0";"2";"22";"512";"Balanced";"Debian - GPS_new";"1";"1";"1";"28";"YES";"1";"1"
"vcenter.kazpost.kz";"172.30.73.237";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 120";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.103";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 121";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.86";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 122";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.144";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 123";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.129";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 124";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.103";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - Ib Apps1";"2";"1";"2";"4";"NO";"1";"2"
"vcenter.kazpost.kz";"172.30.73.10";"6.5.0";"2";"22";"512";"Balanced";"Win 2012 - HYBMAIL2";"16";"1";"16";"24";"NO";"1";"16"
"vcenter.kazpost.kz";"172.30.73.6";"6.5.0";"2";"22";"512";"Balanced";"CentOS 7 - TestAsba";"4";"1";"4";"6";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.87";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 14";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.87";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 15";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.88";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 18";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.201";"6.5.0";"2";"22";"512";"HighPerformance";"Win 2008 - XenApp6.5 - 19";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.129";"6.5.0";"2";"22";"512";"Balanced";"Win 7 - UPDtest2";"1";"2";"2";"2";"YES";"1";"2"
"vcenter.kazpost.kz";"172.30.73.89";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - ARMD";"1";"1";"1";"4";"YES";"1";"1"
