"vCenter";"HostName";"ESXi_Version";"HostSockets";"HostCoresPerSocket";"HostMemoryGB";"HostPowerPolicy";"VMName";"VMNumSockets";"VMCoresPerSocket";"vCPUs";"VMMemoryGB";"VMCPUsOptimized";"OptimalSockets";"OptimalCores"
"vcenter.kazpost.kz";"172.30.73.237";"6.5.0";"2";"22";"512";"Balanced";"RHEL 7 - test1-wsint - Wildfly";"2";"2";"4";"16";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.201";"6.5.0";"2";"22";"512";"HighPerformance";"Win 2012 - WatchSRV16";"2";"1";"2";"10";"NO";"1";"2"
"vcenter.kazpost.kz";"172.30.73.103";"6.5.0";"2";"22";"512";"Balanced";"Win 2003 - Onlinepay";"2";"1";"2";"2";"NO";"1";"2"
"vcenter.kazpost.kz";"172.30.73.129";"6.5.0";"2";"22";"512";"Balanced";"RHEL - mpost_nginx_clone";"2";"1";"2";"4";"NO";"1";"2"
"vcenter.kazpost.kz";"172.30.73.88";"6.5.0";"2";"22";"512";"Balanced";"CentOS - AMLDB_test";"4";"2";"8";"16";"NO";"1";"8"
"vcenter.kazpost.kz";"172.30.73.127";"6.5.0";"2";"22";"512";"Balanced";"CentOS 7 - TechnoServ IDa";"2";"1";"2";"4";"NO";"1";"2"
"vcenter.kazpost.kz";"172.30.73.10";"6.5.0";"2";"22";"512";"Balanced";"OREL 7.1 - Planshet";"2";"1";"2";"8";"NO";"1";"2"
"vcenter.kazpost.kz";"172.30.73.116";"6.5.0";"2";"22";"512";"Balanced";"Win 2003 - SH kiosk FENIX";"2";"2";"4";"6";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.101";"6.5.0";"2";"22";"512";"Balanced";"Win 2012 - ComposerSRV01";"2";"1";"2";"8";"NO";"1";"2"
"vcenter.kazpost.kz";"172.30.73.86";"6.5.0";"2";"22";"512";"Balanced";"UBUNTU-IPSServer";"4";"1";"4";"16";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.88";"6.5.0";"2";"22";"512";"Balanced";"UBUNTU-IPSServer-test";"4";"1";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.103";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 01";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.10";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 02";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.127";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 03";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.103";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 05";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.86";"6.5.0";"2";"22";"512";"Balanced";"CentOS - devpost";"2";"1";"2";"4";"NO";"1";"2"
"vcenter.kazpost.kz";"172.30.73.103";"6.5.0";"2";"22";"512";"Balanced";"Debian - PGW_nginx";"1";"1";"1";"1";"YES";"1";"1"
"vcenter.kazpost.kz";"172.30.73.127";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - CXDC2";"4";"1";"4";"4";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.116";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 06";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.109";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 07";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.127";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 08";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.127";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 09";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.201";"6.5.0";"2";"22";"512";"HighPerformance";"Win 2008 - testdevserv";"1";"4";"4";"8";"YES";"1";"4"
"vcenter.kazpost.kz";"172.30.73.88";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - IPSDB";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.88";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - Autocontragent";"2";"1";"2";"6";"NO";"1";"2"
"vcenter.kazpost.kz";"172.30.73.142";"6.5.0";"2";"22";"512";"Balanced";"FreeNAS - CorpFTP";"1";"1";"1";"1";"YES";"1";"1"
"vcenter.kazpost.kz";"172.30.73.201";"6.5.0";"2";"22";"512";"HighPerformance";"CentOS 7 - VeeRoute_App";"8";"1";"8";"16";"NO";"1";"8"
"vcenter.kazpost.kz";"172.30.73.10";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenAppWF28";"4";"1";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.129";"6.5.0";"2";"22";"512";"Balanced";"CentOS - TestDeis";"4";"1";"4";"1";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.101";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 103";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.89";"6.5.0";"2";"22";"512";"Balanced";"CENTOS-superset";"4";"1";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.129";"6.5.0";"2";"22";"512";"Balanced";"Win 2012 - WatchSRV9";"2";"2";"4";"10";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.6";"6.5.0";"2";"22";"512";"Balanced";"CentOS 7 - crm.kazpost.kz";"2";"2";"4";"4";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.103";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp678-028";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.88";"6.5.0";"2";"22";"512";"Balanced";"CentOS - GPS";"4";"1";"4";"24";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.104";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 212";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.8";"6.5.0";"2";"22";"512";"Balanced";"CentOS 7 - VeeRoute_DB_Prod";"4";"2";"8";"4";"NO";"1";"8"
"vcenter.kazpost.kz";"172.30.73.201";"6.5.0";"2";"22";"512";"HighPerformance";"CentOS 7 - pus app";"1";"2";"2";"4";"YES";"1";"2"
"vcenter.kazpost.kz";"172.30.73.116";"6.5.0";"2";"22";"512";"Balanced";"Win 2003 - WMBLADE99";"2";"1";"2";"4";"NO";"1";"2"
"vcenter.kazpost.kz";"172.30.73.127";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 200";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.101";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 201";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.109";"6.5.0";"2";"22";"512";"Balanced";"CentOS 7 - WFanchise_APP";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.103";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - NS";"2";"1";"2";"4";"NO";"1";"2"
"vcenter.kazpost.kz";"172.30.73.109";"6.5.0";"2";"22";"512";"Balanced";"CentOS 7 - db2.postmarket.kz";"2";"4";"8";"8";"NO";"1";"8"
"vcenter.kazpost.kz";"172.30.73.202";"6.5.0";"2";"22";"512";"HighPerformance";"CENTOS-PUS";"24";"1";"24";"64";"NO";"2";"12"
"vcenter.kazpost.kz";"172.30.73.10";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenAppWF29";"4";"1";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.127";"6.5.0";"2";"22";"512";"Balanced";"FreeBSD-Cyberplat";"1";"1";"1";"0";"YES";"1";"1"
"vcenter.kazpost.kz";"172.30.73.101";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - WEBGEP";"2";"1";"2";"4";"NO";"1";"2"
"vcenter.kazpost.kz";"172.30.73.116";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XENAPPADMIN";"4";"1";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.201";"6.5.0";"2";"22";"512";"HighPerformance";"Win 2008 - AML_APP_test";"4";"1";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.129";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - Sortirovka";"4";"1";"4";"4";"NO";"1";"4"
